ポジション,属性,パラメータ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,フォーカスDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,酒田 達士,2,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
915,吉永 陽介,1,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
915,吉永 陽介,2,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
916,総細 建,1,風,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
916,総細 建,2,風,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
917,小川 孝太郎,1,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
917,小川 孝太郎,2,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
918,縄代 亮,1,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
918,縄代 亮,2,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
919,三木 俊介,1,山,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
919,三木 俊介,2,山,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
920,玉田 康文,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
920,玉田 康文,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
921,吉岡 瞬,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
921,吉岡 瞬,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
922,浜崎 克哉,1,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
922,浜崎 克哉,2,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
923,市松 竜也,1,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
923,市松 竜也,2,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
924,安斎 友也,1,火,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
924,安斎 友也,2,火,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
925,石原 高史,1,林,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
925,石原 高史,2,林,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
926,大高 光洋,1,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
926,大高 光洋,2,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
927,柱谷 守,1,火,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
927,柱谷 守,2,火,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
928,高岡 憲史,1,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
928,高岡 憲史,2,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
929,永野 幸平,1,山,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
929,永野 幸平,2,山,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
930,冷粋 翔,1,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
930,冷粋 翔,2,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
931,墨道 達哉,1,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
931,墨道 達哉,2,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
932,根来 獅童,1,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
932,根来 獅童,2,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
933,越智 貞夫,1,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
933,越智 貞夫,2,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
934,盤屋 三郎,1,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
934,盤屋 三郎,2,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
935,堅山 真,1,風,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
935,堅山 真,2,風,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
936,河田 健,1,山,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
936,河田 健,2,山,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
937,松下 祐基,1,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
937,松下 祐基,2,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
938,模寺 仁晶,1,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
938,模寺 仁晶,2,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
939,伯林 独,1,山,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
939,伯林 独,2,山,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
940,青野 穂高,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
940,青野 穂高,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
941,花園 精児,1,山,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
941,花園 精児,2,山,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
942,船田 光洋,1,山,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
942,船田 光洋,2,山,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
943,細田 啓介,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
943,細田 啓介,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
944,映内 正樹,1,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
944,映内 正樹,2,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
945,藤波 貴真,1,林,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
945,藤波 貴真,2,林,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
946,花田 誠治,1,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
946,花田 誠治,2,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
947,古賀 獅童,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
947,古賀 獅童,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
948,埼玉 礼央,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
948,埼玉 礼央,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
949,粉川 悦,1,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
949,粉川 悦,2,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
950,原沢 耕司,1,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
950,原沢 耕司,2,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
951,千葉 朗人,1,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
951,千葉 朗人,2,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
952,東京 明志,1,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
952,東京 明志,2,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
953,臼田 隆太,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
953,臼田 隆太,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
954,桂 菊生,1,林,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
954,桂 菊生,2,林,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
955,大場 充則,1,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
955,大場 充則,2,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
956,沖縄 清志,1,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
956,沖縄 清志,2,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
957,棒迫 満,1,林,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
957,棒迫 満,2,林,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
958,小池 暦,1,山,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
958,小池 暦,2,山,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
959,針羅 憲史,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
959,針羅 憲史,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
960,谷村 刀麻,1,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
960,谷村 刀麻,2,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
961,小幡 竜也,1,風,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
961,小幡 竜也,2,風,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
962,極路 大作,1,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
962,極路 大作,2,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
963,細径 塁,1,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
963,細径 塁,2,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
964,宮地 弘也,1,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
964,宮地 弘也,2,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
965,伊東 真一,1,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
965,伊東 真一,2,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
966,美球 丈雄,1,火,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
966,美球 丈雄,2,火,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
967,神奈川 航介,1,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
967,神奈川 航介,2,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
968,正目 光一,1,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
968,正目 光一,2,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
969,小平 暖,1,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
969,小平 暖,2,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
970,小木 徹,1,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
970,小木 徹,2,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
971,長山 赤彦,1,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
971,長山 赤彦,2,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
972,録田 寛治,1,林,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
972,録田 寛治,2,林,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
973,声野 亮介,1,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
973,声野 亮介,2,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
974,五十嵐 明,1,山,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
974,五十嵐 明,2,山,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
975,警固 鉄洋,1,山,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
975,警固 鉄洋,2,山,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
976,吹石 光太郎,1,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
976,吹石 光太郎,2,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
977,大丹羽 魁士,1,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
977,大丹羽 魁士,2,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
978,大阪 奈央彦,1,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
978,大阪 奈央彦,2,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
979,梶原 朝夫,1,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
979,梶原 朝夫,2,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
980,柔 光良,1,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
980,柔 光良,2,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
981,京都 倭一,1,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
981,京都 倭一,2,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
982,三重 泰輔,1,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
982,三重 泰輔,2,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
983,吉野 大,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
983,吉野 大,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
984,横田 ケンイチ,1,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
984,横田 ケンイチ,2,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
985,縦 演明,1,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
985,縦 演明,2,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
986,界戸 瞬,1,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
986,界戸 瞬,2,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
987,末久 朗,1,林,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
987,末久 朗,2,林,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
988,真爪 雅彦,1,火,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
988,真爪 雅彦,2,火,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
989,筋原 俊二,1,風,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
989,筋原 俊二,2,風,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
990,神田 基祐,1,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
990,神田 基祐,2,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
991,円輪 豊,1,山,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
991,円輪 豊,2,山,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
992,森林 進,1,風,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
992,森林 進,2,風,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
993,若井 哲平,1,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
993,若井 哲平,2,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
994,古文 次元,1,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
